Address,GPIB0::22::INSTR
Model,34461A
Serial Number:,MY60051737
Firmware Version,A.03.03-03.15-03.03-00.52-04-03
Start Time,2026-08-20 14:26:07.295
Stop Time,2026-08-20 14:52:10.163
,
Time (s),Channel 1 (Ω)
2026-08-20 14:26:07.781,28446.9093
2026-08-20 14:26:08.208,28446.4724
2026-08-20 14:26:08.620,28446.4467
2026-08-20 14:26:09.032,28446.2574
2026-08-20 14:26:09.446,28445.6359
2026-08-20 14:26:09.861,28444.5951
2026-08-20 14:26:10.285,28444.1317
2026-08-20 14:26:10.712,28443.4626
2026-08-20 14:26:11.126,28442.849
2026-08-20 14:26:11.551,28441.989
2026-08-20 14:26:11.974,28441.4258
2026-08-20 14:26:12.392,28441.0557
2026-08-20 14:26:12.859,28440.8183
2026-08-20 14:26:13.291,28440.2595
2026-08-20 14:26:13.704,28440.108
2026-08-20 14:26:14.117,28439.7962
2026-08-20 14:26:14.529,28439.6379
2026-08-20 14:26:14.944,28439.0247
2026-08-20 14:26:15.386,28438.4902
2026-08-20 14:26:15.812,28438.1051
2026-08-20 14:26:16.232,28437.705
2026-08-20 14:26:16.646,28437.1187
2026-08-20 14:26:17.074,28436.9188
2026-08-20 14:26:17.487,28436.347
2026-08-20 14:26:17.915,28435.8795
2026-08-20 14:26:18.332,28434.7559
2026-08-20 14:26:18.745,28432.9427
2026-08-20 14:26:19.168,28432.7071
2026-08-20 14:26:19.596,28432.2258
2026-08-20 14:26:20.010,28431.1524
2026-08-20 14:26:20.428,28430.7167
2026-08-20 14:26:20.894,28430.6878
2026-08-20 14:26:21.313,28430.8591
2026-08-20 14:26:21.739,28430.8551
2026-08-20 14:26:22.156,28430.7969
2026-08-20 14:26:22.583,28430.3112
2026-08-20 14:26:22.995,28430.3203
2026-08-20 14:26:23.430,28431.853
2026-08-20 14:26:23.847,28431.5865
2026-08-20 14:26:24.260,28431.3104
2026-08-20 14:26:24.676,28431.1374
2026-08-20 14:26:25.089,28430.4126
2026-08-20 14:26:25.503,28429.7635
2026-08-20 14:26:25.969,28429.5234
2026-08-20 14:26:26.399,28429.4375
2026-08-20 14:26:26.817,28429.1732
2026-08-20 14:26:27.231,28429.1195
2026-08-20 14:26:27.651,28428.9327
2026-08-20 14:26:28.064,28428.7535
2026-08-20 14:26:28.510,28428.4781
2026-08-20 14:26:28.923,28427.8855
2026-08-20 14:26:29.336,28427.1859
2026-08-20 14:26:29.757,28426.6865
2026-08-20 14:26:30.169,28426.2949
2026-08-20 14:26:30.645,28425.9326
2026-08-20 14:26:31.058,28425.4146
2026-08-20 14:26:31.471,28424.6547
2026-08-20 14:26:31.884,28424.3961
2026-08-20 14:26:32.300,28423.8132
2026-08-20 14:26:32.712,28422.9299
2026-08-20 14:26:33.124,28421.9678
2026-08-20 14:26:33.536,28420.7881
2026-08-20 14:26:33.950,28419.4296
2026-08-20 14:26:34.364,28419.6104
2026-08-20 14:26:34.777,28418.9497
2026-08-20 14:26:35.221,28418.4561
2026-08-20 14:26:35.644,28418.6015
2026-08-20 14:26:36.067,28418.1288
2026-08-20 14:26:36.484,28416.9191
2026-08-20 14:26:36.898,28416.1848
2026-08-20 14:26:37.340,28415.4441
