Address,GPIB0::22::INSTR
Model,34461A
Serial Number:,MY60051737
Firmware Version,A.03.03-03.15-03.03-00.52-04-03
Start Time,2026-08-19 19:25:15.433
Stop Time,2026-08-19 19:50:54.160
,
Time (s),Channel 1 (Ω)
2026-08-19 19:25:15.929,9159.69958
2026-08-19 19:25:16.346,9284.1693
2026-08-19 19:25:16.758,9425.79662
2026-08-19 19:25:17.177,9576.41965
2026-08-19 19:25:17.589,9607.84068
2026-08-19 19:25:18.011,9477.80417
2026-08-19 19:25:18.439,9354.56075
2026-08-19 19:25:18.853,9248.37942
2026-08-19 19:25:19.275,9163.29482
2026-08-19 19:25:19.688,9106.75504
2026-08-19 19:25:20.118,9101.66932
2026-08-19 19:25:20.556,9111.45046
2026-08-19 19:25:20.970,9120.13485
2026-08-19 19:25:21.390,9127.78865
2026-08-19 19:25:21.803,9135.45984
2026-08-19 19:25:22.227,9138.40363
2026-08-19 19:25:22.731,9148.91012
2026-08-19 19:25:23.148,9157.30019
2026-08-19 19:25:23.564,9164.79536
2026-08-19 19:25:23.992,9172.51329
2026-08-19 19:25:24.406,9179.12838
2026-08-19 19:25:24.823,9187.58399
2026-08-19 19:25:25.239,9252.39939
2026-08-19 19:25:25.653,9345.57119
2026-08-19 19:25:26.079,9457.90252
2026-08-19 19:25:26.492,9591.13063
2026-08-19 19:25:26.910,9731.53472
2026-08-19 19:25:27.352,9884.80581
2026-08-19 19:25:27.782,10063.0303
2026-08-19 19:25:28.194,10220.3514
2026-08-19 19:25:28.608,10388.0423
2026-08-19 19:25:29.023,10554.8467
2026-08-19 19:25:29.461,10733.9777
2026-08-19 19:25:29.892,10714.9075
2026-08-19 19:25:30.310,10542.3407
2026-08-19 19:25:30.725,10379.5023
2026-08-19 19:25:31.139,10221.8326
2026-08-19 19:25:31.557,10068.3535
2026-08-19 19:25:31.983,9920.76111
2026-08-19 19:25:32.401,9774.97272
2026-08-19 19:25:32.816,9640.49022
2026-08-19 19:25:33.230,9519.79893
2026-08-19 19:25:33.659,9420.34526
2026-08-19 19:25:34.078,9341.78654
2026-08-19 19:25:34.511,9310.52967
2026-08-19 19:25:34.925,9370.56313
2026-08-19 19:25:35.338,9457.77341
2026-08-19 19:25:35.765,9571.99398
2026-08-19 19:25:36.181,9696.75229
2026-08-19 19:25:36.595,9835.88
2026-08-19 19:25:37.019,9980.33901
2026-08-19 19:25:37.431,10134.6527
2026-08-19 19:25:37.867,10300.4225
2026-08-19 19:25:38.305,10477.0541
2026-08-19 19:25:38.728,10651.4565
2026-08-19 19:25:39.222,10832.0868
2026-08-19 19:25:39.636,10717.8334
2026-08-19 19:25:40.064,10545.6449
2026-08-19 19:25:40.564,10346.418
2026-08-19 19:25:40.978,10182.2891
2026-08-19 19:25:41.406,10024.5065
2026-08-19 19:25:41.820,9878.91946
2026-08-19 19:25:42.238,9739.64334
2026-08-19 19:25:42.658,9609.06404
2026-08-19 19:25:43.072,9494.53611
2026-08-19 19:25:43.489,9405.41937
2026-08-19 19:25:43.917,9343.67413
2026-08-19 19:25:44.335,9357.91285
2026-08-19 19:25:44.748,9428.20326
2026-08-19 19:25:45.177,9527.30039
2026-08-19 19:25:45.600,9643.86488
