Address,GPIB0::22::INSTR
Model,34461A
Serial Number:,MY60051737
Firmware Version,A.03.03-03.15-03.03-00.52-04-03
Start Time,2026-08-20 14:52:21.936
Stop Time,2026-08-20 15:34:57.758
,
Time (s),Channel 1 (Ω)
2026-08-20 14:52:22.421,27820.2866
2026-08-20 14:52:22.834,27820.2192
2026-08-20 14:52:23.260,27820.1277
2026-08-20 14:52:23.673,27819.8453
2026-08-20 14:52:24.085,27819.9202
2026-08-20 14:52:24.517,27819.9314
2026-08-20 14:52:24.940,27819.8407
2026-08-20 14:52:25.359,27819.8771
2026-08-20 14:52:25.782,27819.7149
2026-08-20 14:52:26.195,27819.5252
2026-08-20 14:52:26.628,27819.6071
2026-08-20 14:52:27.046,27819.6335
2026-08-20 14:52:27.461,27819.6021
2026-08-20 14:52:27.884,27819.603
2026-08-20 14:52:28.297,27819.6807
2026-08-20 14:52:28.729,27819.532
2026-08-20 14:52:29.155,27819.4242
2026-08-20 14:52:29.568,27818.8614
2026-08-20 14:52:29.981,27818.3901
2026-08-20 14:52:30.393,27817.9226
2026-08-20 14:52:30.855,27817.4142
2026-08-20 14:52:31.276,27816.982
2026-08-20 14:52:31.688,27815.8791
2026-08-20 14:52:32.115,27815.3163
2026-08-20 14:52:32.528,27815.3762
2026-08-20 14:52:32.962,27815.595
2026-08-20 14:52:33.376,27815.541
2026-08-20 14:52:33.800,27815.597
2026-08-20 14:52:34.216,27815.5018
2026-08-20 14:52:34.632,27815.5584
2026-08-20 14:52:35.060,27815.4803
2026-08-20 14:52:35.488,27815.7154
2026-08-20 14:52:35.900,27815.8481
2026-08-20 14:52:36.324,27815.8368
2026-08-20 14:52:36.735,27815.6511
2026-08-20 14:52:37.169,27815.792
2026-08-20 14:52:37.583,27815.5312
2026-08-20 14:52:37.996,27815.411
2026-08-20 14:52:38.431,27815.3802
2026-08-20 14:52:38.844,27815.8816
2026-08-20 14:52:39.277,27815.7088
2026-08-20 14:52:39.690,27815.8611
2026-08-20 14:52:40.103,27815.7478
2026-08-20 14:52:40.515,27815.559
2026-08-20 14:52:40.928,27815.6465
2026-08-20 14:52:41.340,27815.5996
2026-08-20 14:52:41.772,27815.5405
2026-08-20 14:52:42.236,27815.4624
2026-08-20 14:52:42.701,27815.4933
2026-08-20 14:52:43.144,27815.3118
2026-08-20 14:52:43.556,27814.7875
2026-08-20 14:52:43.976,27814.2943
2026-08-20 14:52:44.480,27813.6938
2026-08-20 14:52:44.894,27811.8339
2026-08-20 14:52:45.318,27811.6096
2026-08-20 14:52:45.735,27811.2855
2026-08-20 14:52:46.150,27810.9094
2026-08-20 14:52:46.563,27810.8876
2026-08-20 14:52:46.981,27810.7618
2026-08-20 14:52:47.392,27810.5485
2026-08-20 14:52:47.814,27810.5065
2026-08-20 14:52:48.285,27810.4489
2026-08-20 14:52:48.703,27810.1228
2026-08-20 14:52:49.119,27810.1428
2026-08-20 14:52:49.532,27810.1252
2026-08-20 14:52:49.951,27809.7444
2026-08-20 14:52:50.369,27809.2948
2026-08-20 14:52:50.781,27808.8392
2026-08-20 14:52:51.217,27808.4189
2026-08-20 14:52:51.629,27808.0549
2026-08-20 14:52:52.065,27807.5814
