Address,GPIB0::22::INSTR
Model,34461A
Serial Number:,MY60051737
Firmware Version,A.03.03-03.15-03.03-00.52-04-03
Start Time,2026-08-20 21:32:24.639
Stop Time,2026-08-20 22:08:09.237
,
Time (s),Channel 1 (Ω)
2026-08-20 21:32:25.120,23437.4645
2026-08-20 21:32:25.532,23437.6074
2026-08-20 21:32:25.947,23437.3456
2026-08-20 21:32:26.375,23437.3141
2026-08-20 21:32:26.805,23437.4537
2026-08-20 21:32:27.217,23437.1997
2026-08-20 21:32:27.630,23437.3264
2026-08-20 21:32:28.054,23437.039
2026-08-20 21:32:28.467,23437.2794
2026-08-20 21:32:28.900,23437.2598
2026-08-20 21:32:29.322,23437.1296
2026-08-20 21:32:29.752,23436.8062
2026-08-20 21:32:30.182,23437.0936
2026-08-20 21:32:30.602,23437.0258
2026-08-20 21:32:31.028,23437.1417
2026-08-20 21:32:31.441,23437.1368
2026-08-20 21:32:31.854,23437.2929
2026-08-20 21:32:32.280,23437.3094
2026-08-20 21:32:32.693,23437.3989
2026-08-20 21:32:33.109,23437.5507
2026-08-20 21:32:33.523,23437.5784
2026-08-20 21:32:33.936,23437.597
2026-08-20 21:32:34.349,23437.8963
2026-08-20 21:32:34.764,23437.9516
2026-08-20 21:32:35.182,23438.0485
2026-08-20 21:32:35.610,23438.1921
2026-08-20 21:32:36.023,23438.4596
2026-08-20 21:32:36.446,23438.5751
2026-08-20 21:32:36.860,23438.7289
2026-08-20 21:32:37.273,23438.8327
2026-08-20 21:32:37.733,23438.9943
2026-08-20 21:32:38.146,23489.8236
2026-08-20 21:32:38.571,23634.3168
2026-08-20 21:32:38.983,23851.8847
2026-08-20 21:32:39.419,24125.0419
2026-08-20 21:32:39.835,24423.9891
2026-08-20 21:32:40.253,24739.3705
2026-08-20 21:32:40.666,25071.9067
2026-08-20 21:32:41.088,25185.8559
2026-08-20 21:32:41.507,24846.2844
2026-08-20 21:32:41.936,24516.6077
2026-08-20 21:32:42.349,24199.1071
2026-08-20 21:32:42.763,23921.0447
2026-08-20 21:32:43.190,23685.7041
2026-08-20 21:32:43.604,23532.2281
2026-08-20 21:32:44.043,23472.701
2026-08-20 21:32:44.455,23577.5008
2026-08-20 21:32:44.868,23757.058
2026-08-20 21:32:45.294,24003.6584
2026-08-20 21:32:45.707,23995.4294
2026-08-20 21:32:46.142,23736.2879
2026-08-20 21:32:46.555,23554.2567
2026-08-20 21:32:46.967,23459.4501
2026-08-20 21:32:47.380,23527.6181
2026-08-20 21:32:47.848,23686.8417
2026-08-20 21:32:48.276,23961.0183
2026-08-20 21:32:48.688,24028.5563
2026-08-20 21:32:49.101,23773.1331
2026-08-20 21:32:49.536,23572.5553
2026-08-20 21:32:49.955,23458.1621
2026-08-20 21:32:50.383,23506.622
2026-08-20 21:32:50.795,23664.2125
2026-08-20 21:32:51.208,23889.2765
2026-08-20 21:32:51.631,24163.8292
2026-08-20 21:32:52.043,24470.9053
2026-08-20 21:32:52.464,24787.9353
2026-08-20 21:32:52.876,25126.7045
2026-08-20 21:32:53.289,25107.0884
2026-08-20 21:32:53.703,24767.3117
2026-08-20 21:32:54.117,24444.5997
2026-08-20 21:32:54.588,24105.0999
