Address,GPIB0::22::INSTR
Model,34461A
Serial Number:,MY60051737
Firmware Version,A.03.03-03.15-03.03-00.52-04-03
Start Time,2026-08-20 13:53:43.640
Stop Time,2026-08-20 14:25:48.513
,
Time (s),Channel 1 (Ω)
2026-08-20 13:53:44.110,29201.2157
2026-08-20 13:53:44.542,29200.9911
2026-08-20 13:53:44.954,29200.2209
2026-08-20 13:53:45.370,29200.0425
2026-08-20 13:53:45.787,29200.6289
2026-08-20 13:53:46.254,29202.6884
2026-08-20 13:53:46.676,29204.3691
2026-08-20 13:53:47.096,29204.7009
2026-08-20 13:53:47.512,29204.7001
2026-08-20 13:53:47.925,29204.1708
2026-08-20 13:53:48.372,29203.5508
2026-08-20 13:53:48.797,29203.2319
2026-08-20 13:53:49.209,29203.2444
2026-08-20 13:53:49.637,29202.9778
2026-08-20 13:53:50.049,29202.8315
2026-08-20 13:53:50.461,29202.6881
2026-08-20 13:53:50.875,29203.3031
2026-08-20 13:53:51.287,29204.033
2026-08-20 13:53:51.699,29204.1972
2026-08-20 13:53:52.123,29203.9696
2026-08-20 13:53:52.617,29204.8809
2026-08-20 13:53:53.031,29205.2144
2026-08-20 13:53:53.445,29205.2876
2026-08-20 13:53:53.877,29205.1817
2026-08-20 13:53:54.313,29205.0692
2026-08-20 13:53:54.726,29205.0535
2026-08-20 13:53:55.155,29205.0784
2026-08-20 13:53:55.567,29204.542
2026-08-20 13:53:55.979,29204.9
2026-08-20 13:53:56.393,29205.3937
2026-08-20 13:53:56.805,29206.0948
2026-08-20 13:53:57.272,29206.7171
2026-08-20 13:53:57.684,29206.9281
2026-08-20 13:53:58.098,29206.5407
2026-08-20 13:53:58.514,29206.4501
2026-08-20 13:53:58.927,29206.8988
2026-08-20 13:53:59.408,29206.8446
2026-08-20 13:53:59.819,29207.0438
2026-08-20 13:54:00.234,29206.6467
2026-08-20 13:54:00.656,29205.9942
2026-08-20 13:54:01.069,29205.8048
2026-08-20 13:54:01.508,29206.0028
2026-08-20 13:54:01.930,29206.2418
2026-08-20 13:54:02.349,29206.1128
2026-08-20 13:54:02.770,29206.3806
2026-08-20 13:54:03.181,29206.0518
2026-08-20 13:54:03.624,29206.2472
2026-08-20 13:54:04.037,29206.2487
2026-08-20 13:54:04.450,29205.5278
2026-08-20 13:54:04.867,29205.0353
2026-08-20 13:54:05.287,29204.4291
2026-08-20 13:54:05.747,29205.02
2026-08-20 13:54:06.161,29205.5451
2026-08-20 13:54:06.582,29206.129
2026-08-20 13:54:06.994,29205.7462
2026-08-20 13:54:07.406,29205.5634
2026-08-20 13:54:07.819,29205.8608
2026-08-20 13:54:08.286,29205.6966
2026-08-20 13:54:08.718,29205.9466
2026-08-20 13:54:09.134,29205.2501
2026-08-20 13:54:09.552,29204.6797
2026-08-20 13:54:09.967,29204.9931
2026-08-20 13:54:10.386,29205.3687
2026-08-20 13:54:10.814,29205.2768
2026-08-20 13:54:11.233,29205.023
2026-08-20 13:54:11.651,29204.9826
2026-08-20 13:54:12.068,29204.7516
2026-08-20 13:54:12.496,29204.9541
2026-08-20 13:54:12.954,29204.6607
2026-08-20 13:54:13.381,29204.4331
2026-08-20 13:54:13.793,29204.5105
